RegionID,SizeRank,RegionName,RegionType,StateName,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
394530,21,"Denver, CO",Msa,CO,270000,273400,275000,279000,280000,271900,266000,265000,261000,268000,262100,260000,275000,282500,285000,288000,289500,278000,278288,281800,285000,292000,295334,296000,319950,315000,320000,327264,315000,315000,312000,316500,323000,324950,324000,335000,349900,350000,365000,372275,362076,354162,350000,356000,356000,364950,360000,365000,380000,385000,385000,395500,387000,380000,375706,384900,380000,395000,395000,405000,410500,424000,422000,425000,419728,415000,405000,409688,409000,409175,405000,407000,417000,425000,430000,425701,432000,427500,423000,427125,425000,420000,422500,429000,440000,440000,440000,447970,459000,460000
394982,22,"Pittsburgh, PA",Msa,PA,135000,141000,145000,151450,149900,148000,144000,138000,135000,135000,128000,127000,137500,140000,142500,151500,152500,153000,142900,140000,135475,144000,139000,135000,144000,145000,150000,157000,158900,155000,145900,143000,145000,150000,139900,138000,145000,153250,155200,165000,160500,160000,155000,153099,152000,150000,147000,146950,150700,157500,167950,170000,170000,168000,160000,160900,163000,155000,152000,155000,165000,163000,168864,182000,175250,174000,168000,159500,162000,165000,159700,160000,169500,169900,177000,192200,185000,189900,175500,173500,175000,174950,160000,160000,175000,186000,185000,190000,199900,199000
394998,23,"Portland, OR",Msa,OR,250000,249925,262000,264000,272175,269838,266000,265000,264000,255000,252964,267000,266500,273619,280000,284669,289900,285000,285000,279310,280000,283612,272110,279810,283000,294475,303000,308190,308000,305000,299250,301000,305000,310000,299900,306000,323000,332250,334000,345000,336000,342870,340000,335500,340000,339900,340000,340000,356625,360005,370000,378390,375000,375000,372000,371000,365000,370000,380090,376000,380000,390000,396075,402000,393250,400000,386188,387108,388000,382000,380000,394995,390035,395300,409950,405000,405000,405000,397000,400000,405000,400000,401450,405000,415000,415000,415000,428000,435000,442000
394458,24,"Charlotte, NC",Msa,NC,177000,177225,185000,197500,192500,192000,181750,184000,189950,191000,175000,178000,189000,189500,198500,205000,202350,192000,194250,186000,189500,195000,176000,189000,200000,199000,204000,218000,206000,205000,197000,190000,210000,201000,186750,195000,205000,208000,214000,226000,221365,224000,215000,215000,224000,219333,213000,209000,225000,231310,228000,245000,240000,229000,229010,230000,232000,245000,225000,233000,238000,245000,245000,257500,247500,250000,240000,243363,250000,253500,235000,245000,254000,255000,264000,270000,265000,255000,258000,250000,251250,262000,245000,256000,270000,269000,257000,275000,282000,287000
395045,25,"Sacramento, CA",Msa,CA,256000,264000,275000,287500,288000,281000,287000,285875,283000,285000,275000,291000,300000,298000,315000,315000,312500,310000,312750,310000,302000,317500,299250,324500,315000,325000,330000,330000,325000,325500,325750,327500,334000,335000,324000,330000,342250,349000,357500,360000,355000,360000,360000,361450,356000,359000,347000,356000,367250,370000,387000,390000,389000,385000,390000,392000,391750,394500,377000,391500,400000,405000,410000,411000,408000,402500,409000,399000,405000,399000,387000,401000,407000,419750,422000,427500,425000,425000,419000,414000,420000,425000,418000,426500,435000,433500,435000,450000,465000,460000
395055,26,"San Antonio, TX",Msa,TX,160000,166357,172500,180000,180000,177900,169000,168700,172000,172067,167000,170000,174000,179000,184400,185000,185900,182000,185000,179900,184000,183000,179800,185000,189925,187600,195000,202500,197500,196500,191000,185700,185000,193000,189550,190000,199000,200000,207500,210000,210000,206500,207225,203250,200952,206700,195000,200000,202500,211000,215500,220000,215000,215000,212500,207000,215000,225000,213000,210000,220000,220000,229000,232000,229900,229900,220000,223000,221729,224000,215000,220000,225000,223123,235000,238000,235000,234900,231000,232650,228000,235000,225000,233100,235000,238750,242999,247550,255000,254000
394943,27,"Orlando, FL",Msa,FL,157021,165000,165000,174000,179000,177000,180000,180000,180000,184357,180000,177500,187950,190000,186250,190000,199250,195000,195000,192950,197000,205150,197900,190000,202500,196250,200000,205245,205000,205000,207000,208250,215000,215000,215000,205000,214200,215000,215400,225000,224300,220000,222000,222140,227000,229800,225000,225500,236900,235000,230700,245000,237000,235000,245000,240000,240000,245990,248725,240245,246000,249000,250000,254232,255000,254490,255590,255000,255000,260000,253000,250000,252000,249000,260000,265000,261990,263000,265000,259000,260000,270000,261500,268000,270000,275000,275250,276000,281000,285995
394466,28,"Cincinnati, OH",Msa,OH,144983,149666,157400,159600,163000,156000,152500,150000,145100,147500,131500,133512,142000,140450,150000,158000,158000,155000,150000,148000,149000,149667,142250,141000,148000,147000,160000,160000,160900,154500,155000,147333,146500,154950,143000,146000,150000,158500,160000,170000,169000,160000,160000,160000,160000,159900,158000,151000,159000,165000,164625,175750,175000,174575,169000,167000,171000,170000,164950,164600,175000,176000,179950,182600,180900,180500,173000,172000,179900,174000,167500,172000,177400,180000,189900,193000,190000,185000,185000,180000,184000,187000,171750,182000,195000,199000,190200,207000,210000,217000
394475,29,"Cleveland, OH",Msa,OH,124950,125000,135000,143000,140000,135000,138000,125000,122750,120000,110800,106750,122250,124000,125000,138000,135000,133000,127000,128000,126000,130000,115000,113000,124435,124700,132500,139900,142300,137500,134750,135000,126500,130000,120000,124000,120000,130000,136750,147500,141625,135550,139000,130950,134000,132000,123400,130000,130000,135000,147000,150000,149000,144000,144900,142000,144500,139000,130000,132000,136500,142850,145000,151000,148000,150000,149900,140000,142400,140000,142000,138500,147000,145100,159000,167500,163000,159250,154900,152000,149500,148000,149800,150000,157000,165000,165000,170000,174000,176000
394735,30,"Kansas City, MO",Msa,MO,147300,151875,167450,175000,171000,165000,160000,162000,162500,160000,155000,147500,150088,164000,172500,178000,179100,174350,167000,165000,167950,167000,155750,158250,165000,177825,184500,189000,182000,179900,172000,174000,174000,174000,165000,167500,172000,185000,195000,200000,196000,193000,187500,190000,181000,186000,179500,186700,189665,195000,208000,216000,210000,206875,200000,194000,199900,200000,202750,198600,210000,214250,220000,222200,220000,212000,205000,212233,210600,205000,208495,205000,215500,227000,235000,239000,231950,229900,223000,216000,219975,225000,216750,219900,239900,237500,243000,250000,256500,255000
394775,31,"Las Vegas, NV",Msa,NV,165000,172139,172000,177886,180000,187680,190000,188000,190000,192500,193000,193750,192000,190000,195000,200000,199000,205000,208000,203000,212000,212706,205000,210193,208000,210000,215000,221000,219975,223000,224000,220000,230000,224373,220000,225000,220000,225000,226000,220000,219000,220000,225000,222000,230000,230000,241000,245400,245000,249000,251130,255000,260000,260000,265000,264800,265000,275000,265000,275000,279000,285000,289900,288000,285000,289900,300000,295000,299000,305000,300000,300000,302000,297000,297250,300000,300000,305000,309000,300000,301000,300000,289000,302000,299894,294845,299950,308500,309694,309000
394492,32,"Columbus, OH",Msa,OH,145950,147900,154000,165000,171000,162900,157000,157333,155000,154350,149000,142000,150000,154900,159500,165000,165000,160000,159900,159800,156000,162750,152000,155000,160700,156800,175000,175000,171088,175000,171000,165000,170500,168000,164000,165000,166500,170000,175150,175000,179000,178900,175000,172000,178000,175250,172000,170000,175000,180000,192500,194050,191500,188000,183000,190000,187500,198050,194000,194250,195000,195000,202000,216250,205000,200000,199450,200000,195000,204000,195000,199900,204990,214900,220000,225000,215000,205000,200000,200000,199500,199250,203000,203500,222000,218900,225000,224500,241500,236000
394705,33,"Indianapolis, IN",Msa,IN,125000,127000,135500,144000,145000,140000,134000,139500,130900,142000,123250,131093,131500,135810,139900,150000,152750,150000,146500,143000,143500,143000,132500,131000,146820,149450,158250,163750,160000,155000,155000,142900,147999,148500,135950,142000,150500,154900,162293,164000,164000,159000,161000,158000,157000,159900,147500,155500,163500,163500,172500,175500,174900,169900,167500,170000,169900,169900,160500,166500,175000,179825,185000,195000,185000,180400,180000,175395,180000,182500,173000,174450,182500,189000,193100,202500,201149,200000,190000,195000,190000,195000,180000,189900,210000,210000,215000,220000,223000,225000
395059,34,"San Jose, CA",Msa,CA,615000,680000,685000,690000,675000,670000,666250,668000,665000,640000,630350,676250,708000,732000,739000,745000,725000,730000,715500,725000,722500,700250,671750,715000,770000,780000,813000,822750,834000,820000,780000,787500,790000,785000,740000,780000,823000,869000,880000,850000,854000,822500,835000,840000,831750,817000,810000,838750,909000,921000,939000,947000,940000,925000,950000,964500,980000,980000,930000,1075000,1180000,1135000,1170000,1150000,1090000,1107500,1025000,1094930,1029500,971000,982500,1000000,1060000,1070000,1100000,1105000,1080000,1007000,999000,990000,1006750,970000,930000,1060000,1100000,1139000,1110000,1110000,1125000,1150000
394355,35,"Austin, TX",Msa,TX,217000,224000,228500,230000,227000,218250,218000,215654,220000,223750,211500,226500,230000,237175,243000,249900,245000,247500,238200,238000,240384,245000,240000,244573,251802,265000,269900,268184,268000,262000,252000,257950,262250,268034,256920,265000,273500,280500,285000,290000,284063,282725,270000,275000,283247,289000,272000,285000,289500,300000,302000,306475,298971,291000,285000,286000,289990,300257,290000,296750,297000,310000,315000,319990,309900,315000,299900,303000,297500,302225,294660,293000,308569,316017,329995,325000,321000,319000,313790,319348,309000,321625,309000,321500,332000,325200,330000,339000,352950,351008
395194,36,"Virginia Beach, VA",Msa,VA,215000,220000,223950,240000,237500,235000,221605,220000,220000,215125,207500,207000,218550,225000,223500,239500,232950,228761,225000,218618,225000,225000,215000,216750,220000,225678,234000,235000,246000,239239,230148,224000,223995,233000,224000,221950,227900,240000,236750,246000,242000,240000,235000,239900,237950,239500,230000,232810,235000,243500,239990,255000,248500,243000,236000,240000,237900,237500,235000,243000,241575,240000,253250,255000,250000,244450,241250,245000,240000,237500,225000,242000,235000,250000,259000,259000,261288,255000,250000,242700,242500,240707,239900,240000,254000,254000,265000,264000,278000,271500
394902,37,"Nashville, TN",Msa,TN,168000,179990,186900,195000,196000,188000,184900,185000,185000,187975,178700,182950,182000,185500,194150,206000,202000,200000,190000,192163,200000,199000,194090,198900,200900,204900,215000,219900,219025,217000,218900,215000,216400,225000,215000,215900,222250,226000,236900,240015,246968,238600,236700,243900,237000,244900,240000,240000,250000,250000,260000,269000,264900,262775,262500,259000,265000,271700,261500,265741,271000,275000,280000,287900,290000,285000,270000,278000,278757,288900,275500,277000,287850,286000,300000,305000,299900,300000,295968,292500,299900,300000,284400,285521,302062,303600,304925,309900,320000,320000
395005,38,"Providence, RI",Msa,RI,202000,200000,219900,235000,224900,229000,219900,214000,214000,210000,215000,200000,209250,212500,220000,236000,229900,230000,224000,233500,225000,220000,225000,210000,220000,215000,235000,245000,245000,246998,235000,235000,230000,232900,235000,225000,235000,240000,245500,255000,262700,255000,250000,245000,255900,244350,238200,235000,234500,255000,255000,275000,272363,268000,270000,262250,266250,262500,249900,255000,260000,265000,270000,285000,282000,274295,275000,270000,270000,267000,260000,255000,276500,275000,291000,299950,300000,295000,295000,285000,290000,284450,286600,275000,300000,305000,305000,310000,322000,334000
394862,39,"Milwaukee, WI",Msa,WI,149600,159900,165500,179650,185000,177750,164000,167400,160395,157500,155000,153300,162000,162700,170000,177200,189900,184000,175000,179450,177500,171950,163000,155000,168500,179000,187500,195000,184050,199500,176000,189000,169900,173500,169950,160000,175000,180000,175000,184700,172000,172500,173500,166750,164175,155000,154100,154000,161000,169000,170000,182000,180000,179950,169900,169900,175000,165000,160000,160000,165000,175000,172950,190000,190950,187250,180000,179700,180000,170000,164900,165000,189000,194000,197000,195000,194000,196300,195000,183500,188950,180000,180000,178000,191000,196725,204050,200000,204950,217000
394714,40,"Jacksonville, FL",Msa,FL,163995,182200,180000,189900,190000,190000,184000,185000,184495,190000,185000,188950,201000,194950,205000,207000,205393,199500,196995,199100,198200,206300,188000,205000,203000,200000,210000,216103,207000,202250,198950,205000,209000,209945,200000,198704,205000,199900,213500,220000,218900,217250,207450,211700,212261,216100,201000,210000,215000,219400,230000,229995,235000,220000,224000,222000,225000,235000,225000,235000,235000,236700,240000,250000,246752,245000,240000,241165,249900,250000,231900,245000,246150,246100,250000,253000,260000,258000,250000,250000,244900,250000,242500,247500,250311,255000,257000,260000,270000,265000
394849,41,"Memphis, TN",Msa,TN,135000,140000,150000,158000,163250,156000,153000,146900,155000,145000,140000,135000,145500,146000,154000,164663,163000,154000,155498,145000,145000,144000,139900,148000,145000,156000,158000,170000,156000,162000,159000,153500,158000,150000,140450,145000,151900,150500,165000,180000,167000,168000,157500,157500,167500,160000,144875,152838,155500,161750,169000,180000,179000,171700,170000,163000,167950,165000,164900,147500,167000,170000,185000,188950,186000,175000,176000,175000,170000,170255,160000,174000,175000,180000,190000,205000,200000,187500,182700,180000,182500,188850,176000,182000,192000,201900,203000,210000,215000,215000
394935,42,"Oklahoma City, OK",Msa,OK,141000,140000,142000,149500,154000,150000,145000,142963,144000,147500,137517,146500,150000,150000,155000,160000,160000,155000,155000,155500,155000,158750,150000,154714,151500,152000,160000,169000,165000,162000,160000,157500,153000,155000,159000,152000,158000,160000,162801,165000,170000,163500,161500,165000,162000,165000,160890,160000,163000,166000,167500,172000,170000,169000,169000,160000,164250,167000,160000,165000,169000,171500,173000,170000,175000,171000,175000,175000,170000,173000,175000,179900,182000,185500,185000,199700,184000,188000,186500,180555,185000,186438,176500,187145,192750,194726,195000,203497,202000,212000
394807,43,"Louisville-Jefferson County, KY",Msa,KY,137000,138500,147000,159000,156875,150000,149000,143000,145000,138000,137900,135164,140000,145000,149352,157000,157000,156500,150000,150000,145000,148000,143000,147000,152200,155000,166000,169900,165000,162000,152500,155000,153000,154900,152950,145750,154000,155000,166500,170000,179900,172000,168500,165000,169500,159900,160000,157500,160000,169000,175000,182900,185000,174000,174900,175000,175250,175000,171500,170000,169000,177500,185000,189900,196000,182800,173000,182900,178000,182000,180000,181900,179500,181000,195000,200750,205000,195000,190000,189950,184479,191500,181000,188000,194250,196765,200000,210000,224945,219521
394669,44,"Hartford, CT",Msa,CT,188000,215000,215050,229000,233000,226000,215000,216900,202000,200000,212500,205000,194700,203500,215000,221000,232111,221000,210000,205000,212000,204500,196500,186500,207000,210000,210000,230000,220000,219700,215000,205000,201250,212000,204950,207000,200000,210000,220000,241000,230000,230000,225000,215000,210000,210000,210000,201700,214250,217500,225000,239900,235325,233000,220000,217500,209000,215450,207000,216900,224950,224375,225000,243000,242500,242000,220000,220000,210000,220000,208000,198000,217000,224900,230000,240000,242000,235000,224950,223000,229700,223611,220000,215000,230000,242500,240000,242000,254500,260000
395022,45,"Richmond, VA",Msa,VA,195025,204413,207000,219500,213708,217615,214000,213990,201390,214950,200000,190000,210000,210000,213000,228794,214950,222000,215000,212000,212250,225000,199975,200000,212000,210000,225000,226900,226750,227000,212500,220000,221890,225000,214000,212265,220000,222000,230000,241000,238950,231227,225000,230000,235000,229950,221500,232500,230000,233639,239950,250000,250000,245000,237500,225000,239950,247000,232350,235000,240500,249000,250000,259470,255000,250000,239975,239375,249820,246000,235500,240000,252475,258000,261840,270000,266758,269950,259360,259900,259055,265000,250000,247950,260000,270000,275000,275000,281813,279945
394910,46,"New Orleans, LA",Msa,LA,155000,165000,174000,179000,179000,170000,169600,169925,165000,172000,165000,160325,172150,165000,175000,174900,175000,165950,168250,164450,173500,172200,159900,162200,175000,172000,181000,182000,183000,174500,170000,173000,172900,180000,165000,173000,177400,175000,190000,186500,187250,180450,180000,170000,185500,175000,180800,178300,182500,178000,196000,200000,200000,194855,188000,189000,189000,200633,191900,186464,188900,187250,200000,210000,209000,200000,199000,193800,201000,200000,191808,197000,196900,195000,210000,220000,215000,214650,205000,208900,212285,214875,208750,207000,210000,219000,219900,228000,230000,228900
394425,47,"Buffalo, NY",Msa,NY,123000,121920,129000,137000,138250,141500,135000,127950,126000,125000,122250,120100,124900,123000,130000,132150,135000,145000,135000,130000,126750,127800,123000,120500,122000,135000,126000,140000,141320,145000,137250,132500,130100,130000,135000,130000,129000,130000,132250,145000,148000,148500,144000,144000,135500,137000,134000,126897,134000,138500,145875,155000,154900,155900,158000,147500,145000,146028,144000,138500,143000,144000,150000,155250,169900,165000,163000,157200,157000,150000,148450,148500,150000,155000,161000,175000,175000,175000,169697,168000,160000,164000,160000,153250,161639,172000,177777,170000,185500,196500
395012,48,"Raleigh, NC",Msa,NC,204750,200000,216000,210000,215000,218250,203000,220250,210000,223500,211000,213000,214750,217000,225000,224000,226000,225000,219000,223000,225000,215500,214000,219000,230000,222950,236750,247000,235000,238000,233500,235000,240000,235000,223000,231000,235000,238500,247825,255000,245000,250000,250000,249450,250000,255000,252000,248000,259250,265000,270000,273000,267000,265000,261000,265500,270000,275000,265000,272000,275000,280000,281000,285000,283900,280000,282500,277000,285000,283500,285000,287000,290000,295000,294000,295250,295000,289900,287500,290000,289000,294000,283000,294500,297500,305000,299000,299000,309000,315000
394388,49,"Birmingham, AL",Msa,AL,199450,189950,204840,210000,210000,200000,187000,196250,193500,195866,185000,188720,180000,191000,195700,199900,195000,196750,190605,180000,181000,185400,182900,178400,188000,190000,205000,195000,193000,184700,175000,172500,172950,174000,165000,167000,178500,189400,189400,196200,192510,180000,179200,178990,180000,173800,177000,168000,174244,190000,197000,193500,188495,187125,185838,185000,184205,185000,177000,180000,190000,193000,208500,210000,203023,193000,200000,195000,193000,195000,185960,190000,199900,211950,219000,216100,206415,210000,199950,206000,205000,205657,194500,207958,228545,225950,224500,225000,225000,222250
395053,50,"Salt Lake City, UT",Msa,UT,209000,220000,228000,233000,227250,229000,222000,216900,222000,225000,218078,224520,227000,220000,234900,232602,240000,236000,232000,230261,234900,235000,233875,225000,235000,240000,252000,257000,250000,245000,245875,245950,247050,250000,237500,245450,250925,255000,262000,272000,270000,265000,260950,261700,265100,265000,272000,261000,280000,285000,297500,295000,291975,287000,285000,290000,297631,290000,290750,295565,315000,305089,320000,325000,320000,313375,315000,322900,311000,305000,314300,315000,319675,329950,337150,345000,345000,337250,342000,335000,343000,341000,340000,352000,360000,360000,356500,370000,375000,377000
395031,51,"Rochester, NY",Msa,NY,130000,128900,128000,136000,144000,138750,130000,125000,126000,129569,120500,122500,127000,123250,132000,136800,140000,128000,132325,130000,136000,126500,125000,125000,123650,125000,133000,140000,144900,140000,133000,133000,132500,137500,122375,129125,127757,130500,135000,144900,145000,144000,140000,133750,137500,138500,132500,132500,134875,135000,146250,147000,149000,149900,140000,139900,132500,135750,131600,133000,139950,139950,155000,155000,158000,150000,147000,146000,144900,140250,136000,138250,140000,145000,155000,165000,163000,160100,155000,150000,150250,151500,149900,139950,160000,162750,160000,162000,175000,179900
394640,52,"Grand Rapids, MI",Msa,MI,124425,128850,127280,129750,134500,135000,133000,125000,123750,124000,119650,120000,120000,130000,131625,136900,139050,136950,142250,135000,128563,121750,132000,130000,131000,145900,145000,150000,150000,151000,150000,149148,141923,141450,146900,148000,150000,160000,167750,169000,165000,169900,165000,168825,167950,162000,160000,167000,172500,181500,184900,185000,181950,185000,182500,175000,181500,175005,181250,179900,185000,191000,200000,204900,200000,203000,199900,195500,189500,190000,192500,192000,199000,209945,215000,217625,213000,215000,210000,210000,203000,208100,202000,210000,225500,222500,216000,231000,236306,230000
395167,53,"Tucson, AZ",Msa,AZ,165000,164900,166707,173168,169950,174463,169505,168000,175550,169900,172000,169900,174000,169900,175085,184500,185000,178500,179900,181250,170000,175000,172500,175000,178000,174000,175973,178250,180000,184250,180000,183000,180000,185500,178265,179900,179000,182000,182000,194000,190000,191000,184090,184000,187750,185000,185000,194950,195000,195000,203000,205947,200000,195500,209723,204000,206300,209900,196500,200744,205000,210000,210000,206000,210000,214900,212000,212724,222500,210000,215450,212000,215000,215000,226500,225000,227000,220000,225000,227500,218000,231000,225000,234900,238450,235000,235000,240000,250000,250000
753924,54,"Urban Honolulu, HI",Msa,HI,435000,475000,416635,480000,450000,499000,477000,450000,450000,485000,518950,475000,502500,465290,500000,511969,491700,481500,535000,450000,580000,518450,575000,481152,480200,489000,495000,490000,512000,549000,538000,530000,521000,537000,529650,575000,530000,550000,570700,559005,575000,560000,553400,565000,577500,557500,572000,555000,531291,543000,559000,579000,585500,579000,610000,625000,606000,598500,562750,565000,558500,535000,595000,560000,579000,584500,579888,580000,585000,545000,594888,557500,590000,575000,580000,602500,625000,593000,599750,585000,570000,595000,580000,594500,637000,625000,610000,615925,600000,625000
395169,55,"Tulsa, OK",Msa,OK,144799,144500,142000,150000,150000,145000,147500,139000,140000,147500,137000,134500,143000,142000,145500,149250,155200,150000,140000,150000,148950,151000,141500,145000,146000,154250,152000,158500,154000,150000,153000,148000,150000,144000,140000,144700,147500,146000,157000,155000,163900,155000,156552,150000,155500,157000,155000,151700,154969,157000,164500,162000,169900,162527,159950,160000,164000,161000,159000,161000,163000,162250,169000,168065,166000,170000,165000,167000,170000,160000,163000,160000,165000,170000,179500,180000,179000,170000,168604,169000,169000,177512,175000,180000,181000,181000,188000,192000,200000,200000
394619,56,"Fresno, CA",Msa,CA,180000,188500,185000,200000,205000,204000,205000,198000,220000,212000,199000,200000,225000,211000,215000,215250,215000,220000,220500,223000,215000,217500,225500,215000,225000,225000,230000,232000,235000,233500,230000,225000,244000,229250,229000,225000,235000,234250,235000,242500,242500,243000,247500,245000,246000,245000,238500,237500,249000,245000,251500,261000,264500,265000,270000,260000,270000,270000,255000,275500,268000,265000,271250,276000,275000,275500,270000,275000,275000,275000,272250,274500,290000,274000,277000,276000,280000,275750,280000,275000,282250,280000,277999,275000,280000,283000,285230,307270,310000,300000
395238,57,"Worcester, MA",Msa,MA,205950,216000,220000,230000,233000,239000,215000,220000,212000,213000,217500,213900,227500,215500,229000,240000,234450,237000,218750,225000,222000,218000,210000,225000,224950,224850,227500,246000,240000,240000,234000,235450,225000,229900,217500,218200,223400,226000,230000,247750,254450,250000,242500,245000,234000,240000,229000,239450,239950,249450,260000,269900,264000,275000,250000,255000,259075,258000,250000,245000,250000,256750,265000,289000,280000,272750,275000,255000,265000,259000,257000,249900,257750,265000,279450,287500,285000,290000,280000,280000,280000,280000,274450,262000,281950,285000,305000,301000,325000,320000
394415,58,"Stamford, CT",Msa,CT,360000,382500,429000,458500,455000,425000,410000,369000,364000,390000,397000,345000,354500,410000,406375,452750,450000,455000,400000,369000,389950,405000,358750,373500,360000,425000,445000,442750,441375,415000,399995,420000,370000,389450,379000,375000,377000,385000,400000,420000,412000,401250,400000,370000,381603,390000,408500,372250,375000,416500,428000,440000,415000,418000,425000,370000,395000,400000,393500,390250,372500,401000,410000,459680,445000,429500,380000,365000,389700,400000,378500,355000,370000,385000,414000,442500,430000,425000,400000,353000,390000,390000,401315,375000,385000,415000,444500,475100,475000,510000
394312,59,"Albuquerque, NM",Msa,NM,173500,164000,169750,167177,175000,179000,174900,165050,165000,177315,169700,166973,166000,170000,180000,174450,184990,180093,170250,175000,173000,175000,166000,166500,172500,175000,177950,189900,179500,184700,178000,178000,180000,174000,172000,165900,178000,181950,185700,191000,185000,185000,187000,185000,179000,185000,182500,180750,185000,190000,192500,194500,195000,192750,195000,189200,195000,185000,183800,190000,193000,205000,200000,205000,205000,205000,195000,195000,199000,200000,197250,200000,202500,212000,220000,225000,220000,219000,212000,220000,216450,217700,216900,222000,228545,229000,224900,235000,245900,250000
394308,60,"Albany, NY",Msa,NY,178750,174000,173000,185000,188750,191500,182500,175000,172000,169950,180000,179000,175000,174000,173500,180000,190000,188500,179000,172250,180000,183250,173000,172000,178000,180000,190168,178000,185900,185000,183000,179900,178700,175000,170000,165950,175000,179000,190000,188750,189634,190000,180225,186000,183500,182155,175000,175000,173000,183000,175990,190000,195000,194950,188000,184250,185500,184500,175000,180750,190000,200000,194500,200000,200000,205000,195000,189900,200000,180000,192500,190000,193980,190000,194000,210000,210750,202500,200000,192460,190000,198000,197000,194900,195000,209900,210000,203000,210000,217000
394938,61,"Omaha, NE",Msa,NE,132000,136250,149000,157000,160000,152000,149000,155000,147000,145000,145000,145000,150000,145000,150000,160000,160000,160000,152000,153000,161000,150000,153000,151000,155000,155000,165000,175000,166000,166000,163000,163000,163713,163000,165000,162000,163000,160000,167000,175000,175000,170000,169000,169000,170000,169000,170000,160500,169000,170000,183250,184500,175000,181000,179500,173000,177000,170000,180000,180000,175000,181000,190000,193000,200000,190000,190000,197250,189000,190000,195000,193000,191952,195000,209950,204000,209000,204000,195000,199900,195000,190000,188000,200000,200000,217000,215000,225750,230000,230000
394908,62,"New Haven, CT",Msa,CT,184950,206500,207000,221000,228000,230000,225000,197000,196000,179125,180000,180000,174950,195000,204500,218250,220000,212250,209803,212000,201000,195000,206500,186000,195000,205000,210000,222000,227000,229450,220000,207000,197500,205000,199900,190000,190000,195000,209000,231500,225000,218000,220000,218000,205000,210000,209000,200000,195000,192900,216350,242500,226000,230000,212900,215000,210000,210500,218100,194500,205000,218900,225000,242000,238500,235000,220000,226900,207000,218000,207000,206000,210000,215000,227750,246000,240000,235000,230000,225000,220000,225000,210000,196000,220000,230000,240000,243000,260000,249950
394357,63,"Bakersfield, CA",Msa,CA,165000,170000,175000,181750,185000,183250,190000,178000,186500,185000,185000,185000,186500,185000,193500,194000,192500,200000,202500,192000,200000,208000,195000,209500,199000,205000,208500,210000,215000,214500,206000,202000,210000,206000,202500,210000,203500,209000,215000,225000,220000,215000,215500,220000,222000,220000,205000,211500,215000,227250,218500,225500,230000,226250,231000,224500,230000,231250,223000,229500,227000,230000,235000,235500,240000,240000,238000,235000,232000,230000,230000,230000,241750,240500,244895,252500,250000,250000,250000,250000,254000,250000,240000,255000,251750,259000,260000,266750,265250,275000
394753,64,"Knoxville, TN",Msa,TN,138248,137500,149000,145000,143000,144100,145750,140000,150000,150000,134900,145000,150000,149900,157000,163500,163000,158000,152750,150000,146000,159000,145000,155000,152500,154000,161000,160000,165000,165000,157700,164900,157000,159900,155000,152950,160000,163000,166000,171000,169900,172200,166000,170000,171650,164900,163500,160000,170000,175000,178500,182400,182900,184900,184950,180000,183000,184000,175000,185000,189000,185750,192500,200000,204000,195000,195000,205000,208950,200000,195000,190000,199000,208035,215000,215000,217700,215188,215000,209000,215000,215000,205000,209900,220000,224000,219840,225000,235000,235402
394653,65,"Greenville, SC",Msa,SC,145000,148000,160000,163000,160000,162950,150000,149788,153250,155500,150000,148250,150000,142500,160562,157000,160000,157250,160000,159500,157940,156650,155000,160000,163000,154175,168000,176500,173000,171000,162000,160000,169500,167000,161950,170000,167000,168000,182000,186000,176750,179950,175010,181000,175000,175000,179250,176093,180000,183277,186700,194700,194000,190000,184143,187000,186000,190000,190000,185000,192993,193000,200000,204260,203985,194000,199900,197500,198700,206995,205000,200000,203845,211800,216850,219000,219961,219900,211000,216020,208000,209500,199950,207638,225000,222500,225950,228000,229250,234000
