Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label
Oak Street Weather Station,01/10/2017 02:00:00 PM,10.40,9.0,84,0.0,0.00,139.4,60,350,1.2,4.1,968.0,12,1,12.1,01/10/2017 2:00 PM
Oak Street Weather Station,01/10/2017 03:00:00 PM,11.50,10.2,86,3.0,1.70,141.1,60,273,3.4,7.7,969.0,22,1,12.1,01/10/2017 3:00 PM
Oak Street Weather Station,01/10/2017 04:00:00 PM,8.80,6.9,77,0.6,2.90,144.0,60,267,4.7,9.1,971.7,5,1,12.1,01/10/2017 4:00 PM
Oak Street Weather Station,01/10/2017 05:00:00 PM,5.50,3.7,75,0.0,0.20,144.2,0,260,5.5,11.7,974.6,1,1,11.9,01/10/2017 5:00 PM
Oak Street Weather Station,01/10/2017 06:00:00 PM,3.60,1.6,71,0.0,0.00,144.2,0,277,2.3,7.4,978.0,1,0,12.0,01/10/2017 6:00 PM
Oak Street Weather Station,01/10/2017 07:00:00 PM,2.10,0.1,70,0.0,0.00,144.2,0,291,2.3,8.7,980.8,1,1,12.1,01/10/2017 7:00 PM
Oak Street Weather Station,01/10/2017 08:00:00 PM,0.60,-1.2,70,0.0,0.00,144.2,0,290,2.6,6.2,983.8,2,0,12.1,01/10/2017 8:00 PM
Oak Street Weather Station,01/10/2017 09:00:00 PM,-0.30,-2.0,70,0.0,0.00,144.2,0,253,4.2,10.4,986.5,2,0,12.0,01/10/2017 9:00 PM
Oak Street Weather Station,01/10/2017 10:00:00 PM,-1.50,-3.2,68,0.0,0.00,144.2,0,287,3.6,7.9,989.1,2,0,12.0,01/10/2017 10:00 PM
Oak Street Weather Station,01/10/2017 11:00:00 PM,-1.80,-3.4,70,0.0,0.00,144.2,0,324,2.5,7.1,991.1,2,0,12.0,01/10/2017 11:00 PM
Oak Street Weather Station,01/10/2017 12:00:00 AM,1.90,-0.3,64,0.0,0.00,137.4,0,37,2.4,3.8,991.4,2,1,12.0,01/10/2017 12:00 AM
Oak Street Weather Station,01/11/2017 01:00:00 AM,-1.80,-3.2,73,0.0,0.00,144.2,0,279,3.4,7.1,992.6,2,0,12.0,01/11/2017 1:00 AM
Oak Street Weather Station,01/11/2017 02:00:00 AM,-1.70,-3.3,71,0.0,0.00,144.2,0,272,3.9,9.2,993.1,2,0,12.0,01/11/2017 2:00 AM
Oak Street Weather Station,01/11/2017 03:00:00 AM,-1.60,-3.1,72,0.0,0.00,144.2,0,272,3.9,5.9,992.5,2,1,12.1,01/11/2017 3:00 AM
Oak Street Weather Station,01/11/2017 04:00:00 AM,-1.40,-2.8,74,0.0,0.00,144.2,0,269,1.6,3.5,992.4,2,0,11.8,01/11/2017 4:00 AM
Oak Street Weather Station,01/11/2017 05:00:00 AM,-1.00,-2.4,74,0.0,0.00,144.2,0,100,2.3,3.4,992.0,2,0,12.0,01/11/2017 5:00 AM
Oak Street Weather Station,01/11/2017 06:00:00 AM,-0.80,-2.3,73,0.0,0.00,144.2,0,338,1.3,3.0,992.3,2,1,12.1,01/11/2017 6:00 AM
Oak Street Weather Station,01/11/2017 07:00:00 AM,0.20,-1.3,74,0.0,0.00,144.2,0,187,1.7,4.1,991.0,2,1,12.0,01/11/2017 7:00 AM
Oak Street Weather Station,01/11/2017 08:00:00 AM,0.80,-0.7,75,0.0,0.00,144.2,0,117,1.4,3.0,990.2,17,0,12.0,01/11/2017 8:00 AM
Oak Street Weather Station,01/11/2017 09:00:00 AM,2.10,0.1,70,0.0,0.00,144.2,0,71,1.8,4.7,989.2,100,1,11.8,01/11/2017 9:00 AM
Oak Street Weather Station,01/11/2017 10:00:00 AM,3.70,1.3,66,0.0,0.00,144.2,0,268,2.0,4.7,989.1,102,1,11.8,01/11/2017 10:00 AM
Oak Street Weather Station,01/11/2017 11:00:00 AM,5.20,2.5,63,0.0,0.00,144.2,0,110,1.6,2.6,987.7,104,1,11.8,01/11/2017 11:00 AM
Oak Street Weather Station,01/11/2017 12:00:00 PM,7.20,4.3,63,0.0,0.00,144.2,0,352,1.6,3.0,986.0,83,1,12.1,01/11/2017 12:00 PM
Oak Street Weather Station,01/11/2017 02:00:00 PM,7.60,6.9,91,0.0,0.00,144.2,0,276,1.6,5.3,983.3,40,1,12.1,01/11/2017 2:00 PM
Oak Street Weather Station,01/11/2017 03:00:00 PM,8.30,7.7,93,0.0,0.00,144.2,0,94,2.3,4.7,981.8,28,1,11.9,01/11/2017 3:00 PM
Oak Street Weather Station,01/11/2017 04:00:00 PM,8.50,7.8,92,0.0,0.00,144.2,0,306,1.1,1.9,981.5,8,1,12.0,01/11/2017 4:00 PM
Oak Street Weather Station,01/11/2017 05:00:00 PM,4.00,3.5,93,0.0,0.00,144.2,0,0,0.3,1.3,983.0,1,1,12.0,01/11/2017 5:00 PM
Oak Street Weather Station,01/11/2017 06:00:00 PM,2.80,2.4,94,10.2,3.50,147.7,70,352,2.1,5.1,982.3,1,0,12.1,01/11/2017 6:00 PM
Oak Street Weather Station,01/11/2017 07:00:00 PM,2.80,2.4,94,0.0,4.20,151.9,60,356,2.4,6.2,982.9,1,1,12.0,01/11/2017 7:00 PM
Oak Street Weather Station,01/11/2017 08:00:00 PM,1.90,1.5,94,0.0,3.80,155.7,0,5,2.8,4.0,983.9,2,1,12.1,01/11/2017 8:00 PM
Oak Street Weather Station,01/11/2017 09:00:00 PM,1.40,0.9,92,0.0,0.10,155.9,0,2,3.5,5.5,984.6,2,0,12.0,01/11/2017 9:00 PM
Oak Street Weather Station,01/11/2017 10:00:00 PM,0.70,0.2,92,0.0,0.00,155.9,0,357,4.2,6.7,985.8,2,0,11.8,01/11/2017 10:00 PM
Oak Street Weather Station,01/11/2017 11:00:00 PM,-0.20,-0.7,90,0.0,0.00,155.9,0,346,3.6,6.5,987.3,3,0,12.0,01/11/2017 11:00 PM
Oak Street Weather Station,01/11/2017 12:00:00 AM,-1.80,-3.5,68,0.0,0.00,144.2,0,289,3.4,8.7,991.6,2,0,12.0,01/11/2017 12:00 AM
Oak Street Weather Station,01/12/2017 01:00:00 AM,-1.60,-2.0,92,0.0,0.00,155.9,0,338,2.9,7.7,988.9,3,0,12.1,01/12/2017 1:00 AM
Oak Street Weather Station,01/12/2017 02:00:00 AM,-1.30,-1.7,91,0.0,0.00,155.9,0,353,4.0,6.8,990.3,3,0,12.1,01/12/2017 2:00 AM
Oak Street Weather Station,01/12/2017 03:00:00 AM,-2.10,-2.6,91,0.0,0.00,155.9,0,353,3.6,6.8,991.5,3,0,12.1,01/12/2017 3:00 AM
Oak Street Weather Station,01/12/2017 04:00:00 AM,-2.60,-3.1,91,0.0,0.00,155.9,0,15,6.4,8.2,990.7,3,0,12.1,01/12/2017 4:00 AM
Oak Street Weather Station,01/12/2017 05:00:00 AM,-2.20,-2.7,92,0.0,0.00,155.9,0,359,5.6,7.4,990.8,3,0,12.0,01/12/2017 5:00 AM
Oak Street Weather Station,01/12/2017 06:00:00 AM,-2.00,-2.4,92,0.0,0.30,156.2,70,10,6.0,7.9,990.5,3,0,11.9,01/12/2017 6:00 AM
Oak Street Weather Station,01/12/2017 07:00:00 AM,-2.00,-2.5,91,0.0,0.30,156.5,70,352,5.1,9.6,991.4,3,0,12.0,01/12/2017 7:00 AM
Oak Street Weather Station,01/12/2017 08:00:00 AM,-3.00,-3.6,86,0.0,0.10,156.6,0,298,2.0,4.8,993.2,8,0,12.0,01/12/2017 8:00 AM
Oak Street Weather Station,01/12/2017 09:00:00 AM,-3.60,-4.3,86,0.0,0.00,156.6,0,322,1.4,2.7,994.1,29,0,12.0,01/12/2017 9:00 AM
Oak Street Weather Station,01/12/2017 10:00:00 AM,-3.60,-4.5,83,0.0,0.00,156.6,0,309,0.8,1.6,996.0,62,0,12.0,01/12/2017 10:00 AM
Oak Street Weather Station,01/12/2017 11:00:00 AM,-3.40,-4.3,82,0.0,0.00,156.6,0,354,2.6,3.7,997.1,84,0,11.9,01/12/2017 11:00 AM
Oak Street Weather Station,01/12/2017 12:00:00 PM,-2.90,-3.8,82,0.0,0.00,156.6,0,347,1.6,2.9,997.6,68,0,12.0,01/12/2017 12:00 PM
Oak Street Weather Station,01/12/2017 01:00:00 PM,-2.70,-3.7,82,0.0,0.00,156.6,0,336,1.6,3.2,998.1,72,0,12.0,01/12/2017 1:00 PM
Oak Street Weather Station,01/12/2017 02:00:00 PM,-2.50,-3.4,82,0.0,0.00,156.6,0,351,1.8,3.6,999.9,18,0,11.9,01/12/2017 2:00 PM
Oak Street Weather Station,01/12/2017 03:00:00 PM,-2.20,-3.4,78,0.0,0.00,156.6,0,344,0.8,2.5,1001.1,85,0,12.0,01/12/2017 3:00 PM
Oak Street Weather Station,01/12/2017 04:00:00 PM,-2.10,-3.4,75,0.0,0.00,156.6,0,338,1.4,3.8,1002.4,38,0,12.0,01/12/2017 4:00 PM
Oak Street Weather Station,01/12/2017 05:00:00 PM,-2.40,-3.8,73,0.0,0.00,156.6,0,304,1.5,4.2,1004.2,3,0,12.0,01/12/2017 5:00 PM
Oak Street Weather Station,01/12/2017 06:00:00 PM,-2.50,-4.0,71,0.0,0.00,156.6,0,324,1.1,2.5,1005.4,4,0,12.0,01/12/2017 6:00 PM
Oak Street Weather Station,01/12/2017 07:00:00 PM,-2.60,-4.2,68,0.0,0.00,156.6,0,319,1.5,3.5,1006.4,3,0,12.1,01/12/2017 7:00 PM
Oak Street Weather Station,01/12/2017 08:00:00 PM,-2.90,-5.0,57,0.0,0.00,156.6,0,307,1.9,3.6,1008.4,3,0,12.0,01/12/2017 8:00 PM
Oak Street Weather Station,01/12/2017 09:00:00 PM,-3.40,-5.7,52,0.0,0.00,156.6,0,350,1.6,2.8,1008.6,3,0,12.0,01/12/2017 9:00 PM
Oak Street Weather Station,01/12/2017 10:00:00 PM,-3.50,-5.9,51,0.0,0.00,156.6,0,331,2.0,3.3,1009.3,3,0,12.0,01/12/2017 10:00 PM
Oak Street Weather Station,01/12/2017 11:00:00 PM,-3.90,-6.3,51,0.0,0.00,156.6,0,329,2.3,4.1,1009.9,3,0,12.0,01/12/2017 11:00 PM
Oak Street Weather Station,01/12/2017 12:00:00 AM,-1.70,-2.2,91,0.0,0.00,155.9,0,355,4.9,7.8,988.3,3,0,12.0,01/12/2017 12:00 AM
Oak Street Weather Station,01/13/2017 01:00:00 AM,-5.30,-7.4,51,0.0,0.00,156.6,0,327,2.3,4.1,1011.6,3,0,12.1,01/13/2017 1:00 AM
Oak Street Weather Station,01/13/2017 02:00:00 AM,-5.60,-7.8,51,0.0,0.00,156.6,0,352,1.9,4.9,1013.0,3,0,12.0,01/13/2017 2:00 AM
Oak Street Weather Station,01/13/2017 03:00:00 AM,-5.70,-7.6,55,0.0,0.00,156.6,0,351,2.5,4.5,1014.1,3,0,12.0,01/13/2017 3:00 AM
Oak Street Weather Station,01/13/2017 04:00:00 AM,-6.00,-7.7,58,0.0,0.00,156.6,0,17,3.1,6.3,1014.9,3,0,12.0,01/13/2017 4:00 AM
Oak Street Weather Station,01/13/2017 05:00:00 AM,-6.30,-8.0,59,0.0,0.00,156.6,0,357,2.8,5.2,1015.3,3,1,12.1,01/13/2017 5:00 AM
Oak Street Weather Station,01/13/2017 06:00:00 AM,-5.90,-7.3,65,0.0,0.00,156.6,0,0,2.4,3.6,1016.4,3,0,12.0,01/13/2017 6:00 AM
Oak Street Weather Station,01/13/2017 07:00:00 AM,-5.80,-7.2,67,0.0,0.00,156.6,0,350,2.3,2.8,1017.6,3,0,12.0,01/13/2017 7:00 AM
Oak Street Weather Station,01/13/2017 08:00:00 AM,-5.60,-6.9,71,0.0,0.00,156.6,0,343,2.3,3.7,1017.9,26,0,11.9,01/13/2017 8:00 AM
Oak Street Weather Station,01/13/2017 09:00:00 AM,-5.50,-6.5,76,0.0,0.00,156.6,0,350,4.1,5.4,1018.6,58,0,12.1,01/13/2017 9:00 AM
Oak Street Weather Station,01/13/2017 10:00:00 AM,-4.60,-5.6,77,0.0,0.00,156.6,0,335,3.3,5.9,1019.4,82,0,12.0,01/13/2017 10:00 AM
Oak Street Weather Station,01/13/2017 11:00:00 AM,-4.90,-5.8,79,0.0,0.00,156.6,0,358,4.1,6.5,1019.5,75,0,11.9,01/13/2017 11:00 AM
Oak Street Weather Station,01/13/2017 12:00:00 PM,-4.50,-5.4,80,0.0,0.00,156.6,0,359,3.4,5.5,1018.8,167,0,11.9,01/13/2017 12:00 PM
Oak Street Weather Station,01/13/2017 01:00:00 PM,-3.40,-4.5,79,0.0,0.00,156.6,0,29,5.5,6.9,1018.0,148,0,11.9,01/13/2017 1:00 PM
Oak Street Weather Station,01/13/2017 02:00:00 PM,-2.80,-4.1,75,0.0,0.00,156.6,0,44,3.9,5.1,1017.9,118,0,11.9,01/13/2017 2:00 PM
Oak Street Weather Station,01/13/2017 03:00:00 PM,-2.50,-3.7,75,0.0,0.00,156.6,0,51,3.9,5.0,1018.0,83,0,12.0,01/13/2017 3:00 PM
Oak Street Weather Station,01/13/2017 04:00:00 PM,-2.20,-3.5,75,0.0,0.00,156.6,0,48,4.8,6.4,1017.4,21,0,12.1,01/13/2017 4:00 PM
Oak Street Weather Station,01/13/2017 05:00:00 PM,-1.60,-2.9,76,0.0,0.00,156.6,0,59,4.2,5.7,1016.9,3,0,12.1,01/13/2017 5:00 PM
Oak Street Weather Station,01/13/2017 06:00:00 PM,-1.60,-2.8,77,0.0,0.00,156.6,0,90,5.0,7.2,1016.5,3,1,12.1,01/13/2017 6:00 PM
Oak Street Weather Station,01/13/2017 07:00:00 PM,-1.60,-2.9,75,0.0,0.00,156.6,0,89,4.2,5.3,1016.6,3,0,12.0,01/13/2017 7:00 PM
Oak Street Weather Station,01/13/2017 08:00:00 PM,-1.60,-3.3,68,0.0,0.00,156.6,0,93,3.9,5.5,1016.5,3,0,12.0,01/13/2017 8:00 PM
Oak Street Weather Station,01/13/2017 09:00:00 PM,-1.40,-3.0,70,0.0,0.00,156.6,0,94,3.2,4.2,1015.8,3,0,12.0,01/13/2017 9:00 PM
Oak Street Weather Station,01/13/2017 10:00:00 PM,-1.30,-3.2,65,0.0,0.00,156.6,0,116,2.1,3.4,1015.6,3,0,12.1,01/13/2017 10:00 PM
Oak Street Weather Station,01/13/2017 12:00:00 AM,-4.90,-7.2,49,0.0,0.00,156.6,0,333,1.4,3.5,1010.8,3,0,12.1,01/13/2017 12:00 AM
Oak Street Weather Station,01/14/2017 01:00:00 AM,-1.10,-2.8,68,0.0,0.00,156.6,0,105,2.6,3.9,1013.3,3,1,12.0,01/14/2017 1:00 AM
Oak Street Weather Station,01/14/2017 02:00:00 AM,-0.90,-2.7,67,0.0,0.00,156.6,0,110,2.5,3.7,1012.8,3,0,12.0,01/14/2017 2:00 AM
Oak Street Weather Station,01/14/2017 03:00:00 AM,-0.90,-2.5,70,0.0,0.00,156.6,0,105,2.4,3.5,1011.8,3,0,12.0,01/14/2017 3:00 AM
Oak Street Weather Station,01/14/2017 04:00:00 AM,-0.80,-2.8,65,0.0,0.00,156.6,0,109,2.4,3.3,1011.5,3,0,12.0,01/14/2017 4:00 AM
Oak Street Weather Station,01/14/2017 05:00:00 AM,-1.00,-2.9,65,0.0,0.00,156.6,0,111,2.1,3.3,1011.0,3,1,12.0,01/14/2017 5:00 AM
Oak Street Weather Station,01/14/2017 06:00:00 AM,-1.10,-2.9,68,0.0,0.00,156.6,0,101,1.8,2.3,1010.8,3,1,12.0,01/14/2017 6:00 AM
Oak Street Weather Station,01/14/2017 07:00:00 AM,-1.00,-2.6,71,0.0,0.00,156.6,0,98,1.7,2.4,1010.2,3,1,12.0,01/14/2017 7:00 AM
Oak Street Weather Station,01/14/2017 08:00:00 AM,-0.90,-2.6,69,0.0,0.00,156.6,0,108,2.4,3.5,1010.0,19,0,12.0,01/14/2017 8:00 AM
Oak Street Weather Station,01/14/2017 09:00:00 AM,-0.60,-2.3,69,0.0,0.00,156.6,0,111,3.1,4.3,1010.1,84,1,12.0,01/14/2017 9:00 AM
Oak Street Weather Station,01/14/2017 10:00:00 AM,-0.30,-1.9,71,0.0,0.00,156.6,0,92,1.0,2.3,1010.3,81,1,12.0,01/14/2017 10:00 AM
Oak Street Weather Station,01/14/2017 11:00:00 AM,0.40,-1.6,65,0.0,0.00,156.6,0,359,2.3,3.4,1009.7,102,1,12.1,01/14/2017 11:00 AM
Oak Street Weather Station,01/14/2017 12:00:00 PM,0.60,-1.7,61,0.0,0.00,156.6,0,11,1.8,2.3,1008.9,179,0,11.8,01/14/2017 12:00 PM
Oak Street Weather Station,01/14/2017 01:00:00 PM,0.20,-1.3,73,0.0,0.00,156.6,0,17,2.2,2.4,1008.3,177,1,12.1,01/14/2017 1:00 PM
Oak Street Weather Station,01/14/2017 02:00:00 PM,0.10,-1.2,77,0.0,0.00,156.6,0,4,1.7,2.2,1008.4,134,0,12.1,01/14/2017 2:00 PM
Oak Street Weather Station,01/14/2017 03:00:00 PM,0.20,-1.2,76,0.0,0.00,156.6,0,18,1.3,1.6,1008.2,130,1,12.0,01/14/2017 3:00 PM
Oak Street Weather Station,01/14/2017 04:00:00 PM,0.30,-1.2,74,0.0,0.00,156.6,0,12,0.4,0.9,1008.4,40,1,12.0,01/14/2017 4:00 PM
Oak Street Weather Station,01/14/2017 05:00:00 PM,0.40,-1.2,72,0.0,0.00,156.6,0,11,0.7,0.8,1008.4,8,1,12.0,01/14/2017 5:00 PM
Oak Street Weather Station,01/14/2017 06:00:00 PM,0.20,-1.4,73,0.0,0.00,156.6,0,9,1.5,1.6,1008.7,8,1,12.1,01/14/2017 6:00 PM
Oak Street Weather Station,01/14/2017 07:00:00 PM,0.20,-1.4,73,0.0,0.00,156.6,0,0,0.0,0.7,1008.8,6,1,12.0,01/14/2017 7:00 PM
Oak Street Weather Station,01/14/2017 08:00:00 PM,0.60,-1.6,63,0.0,0.00,156.6,0,7,1.3,2.3,1008.8,8,0,12.0,01/14/2017 8:00 PM
Oak Street Weather Station,01/14/2017 09:00:00 PM,0.40,-1.8,63,0.0,0.00,156.6,0,326,1.7,2.5,1008.8,9,0,11.8,01/14/2017 9:00 PM
Oak Street Weather Station,01/14/2017 10:00:00 PM,-0.20,-2.4,61,0.0,0.00,156.6,0,4,1.6,2.4,1008.4,7,0,12.0,01/14/2017 10:00 PM
Oak Street Weather Station,01/14/2017 11:00:00 PM,-0.20,-2.4,61,0.0,0.00,156.6,0,334,1.0,2.1,1008.7,7,0,12.0,01/14/2017 11:00 PM
Oak Street Weather Station,01/14/2017 12:00:00 AM,-1.30,-3.0,68,0.0,0.00,156.6,0,104,2.5,4.2,1014.0,3,0,12.0,01/14/2017 12:00 AM
Oak Street Weather Station,01/15/2017 02:00:00 AM,-1.10,-3.0,65,0.0,0.00,156.6,0,332,0.8,1.7,1008.9,5,1,12.0,01/15/2017 2:00 AM
Oak Street Weather Station,01/15/2017 03:00:00 AM,-1.60,-3.3,67,0.0,0.00,156.6,0,315,1.1,2.3,1008.7,5,0,12.1,01/15/2017 3:00 AM
Oak Street Weather Station,01/15/2017 04:00:00 AM,-1.60,-3.3,68,0.0,0.00,156.6,0,328,1.2,2.2,1008.4,5,1,12.0,01/15/2017 4:00 AM
Oak Street Weather Station,01/15/2017 05:00:00 AM,-2.00,-3.5,70,0.0,0.00,156.6,0,330,1.3,2.0,1008.2,5,0,12.0,01/15/2017 5:00 AM
Oak Street Weather Station,01/15/2017 06:00:00 AM,-2.10,-3.7,68,0.0,0.00,156.6,0,323,1.0,1.7,1007.7,5,0,12.0,01/15/2017 6:00 AM
Oak Street Weather Station,01/15/2017 07:00:00 AM,-1.90,-3.6,68,0.0,0.00,156.6,0,354,1.0,1.1,1007.7,5,1,12.0,01/15/2017 7:00 AM
Oak Street Weather Station,01/15/2017 08:00:00 AM,-1.70,-3.3,70,0.0,0.00,156.6,0,51,0.6,0.8,1007.8,33,0,11.9,01/15/2017 8:00 AM
Oak Street Weather Station,01/15/2017 09:00:00 AM,-1.70,-3.1,73,0.0,0.00,156.6,0,32,0.9,1.1,1008.0,61,0,12.0,01/15/2017 9:00 AM
Oak Street Weather Station,01/15/2017 10:00:00 AM,-1.30,-2.6,75,0.0,0.00,156.6,0,12,0.7,0.9,1008.4,110,1,12.0,01/15/2017 10:00 AM
Oak Street Weather Station,01/15/2017 11:00:00 AM,-0.60,-2.0,74,0.0,0.00,156.6,0,37,1.9,2.1,1007.7,167,1,11.9,01/15/2017 11:00 AM
Oak Street Weather Station,01/15/2017 12:00:00 PM,-0.50,-2.0,73,0.0,0.00,156.6,0,92,1.6,1.9,1006.6,198,1,12.0,01/15/2017 12:00 PM
Oak Street Weather Station,01/15/2017 01:00:00 PM,-0.40,-1.8,75,0.0,0.00,156.6,0,95,1.6,2.0,1005.8,184,1,12.1,01/15/2017 1:00 PM
Oak Street Weather Station,01/15/2017 02:00:00 PM,0.30,-1.0,77,0.0,0.00,156.6,0,109,2.0,2.5,1005.3,139,1,12.1,01/15/2017 2:00 PM
Oak Street Weather Station,01/15/2017 03:00:00 PM,0.70,-1.0,72,0.0,0.00,156.6,0,93,1.7,2.7,1005.2,60,1,12.1,01/15/2017 3:00 PM
Oak Street Weather Station,01/15/2017 04:00:00 PM,1.50,-0.6,65,0.0,0.00,156.6,0,125,1.0,1.3,1005.0,56,1,12.0,01/15/2017 4:00 PM
Oak Street Weather Station,01/15/2017 05:00:00 PM,1.30,-0.7,66,0.0,0.00,156.6,0,65,1.2,1.7,1004.9,19,0,12.0,01/15/2017 5:00 PM
Oak Street Weather Station,01/15/2017 06:00:00 PM,1.50,-0.6,66,0.0,0.00,156.6,0,110,1.5,2.1,1004.7,18,1,12.0,01/15/2017 6:00 PM
Oak Street Weather Station,01/15/2017 07:00:00 PM,1.60,-0.9,60,0.0,0.00,156.6,0,116,1.3,2.1,1004.7,17,1,12.0,01/15/2017 7:00 PM
Oak Street Weather Station,01/15/2017 08:00:00 PM,1.70,-0.5,65,0.0,0.00,156.6,0,98,1.2,1.8,1004.6,16,1,12.0,01/15/2017 8:00 PM
Oak Street Weather Station,01/15/2017 09:00:00 PM,1.40,-0.2,73,0.0,0.00,156.6,0,36,1.4,2.3,1004.9,15,1,12.1,01/15/2017 9:00 PM
Oak Street Weather Station,01/15/2017 10:00:00 PM,1.30,-0.2,76,0.0,0.00,156.6,0,114,3.2,3.9,1004.4,15,1,12.0,01/15/2017 10:00 PM
Oak Street Weather Station,01/15/2017 11:00:00 PM,1.30,-0.1,77,0.0,0.00,156.6,0,110,3.2,4.2,1003.9,14,1,12.0,01/15/2017 11:00 PM
Oak Street Weather Station,01/16/2017 01:00:00 AM,2.10,0.2,70,0.0,0.00,156.6,0,102,2.3,3.5,1003.2,15,1,11.8,01/16/2017 1:00 AM
Oak Street Weather Station,01/16/2017 02:00:00 AM,1.80,0.0,71,0.0,0.00,156.6,0,108,1.8,2.9,1003.3,15,1,12.0,01/16/2017 2:00 AM
Oak Street Weather Station,01/16/2017 03:00:00 AM,2.00,-0.3,64,0.6,0.10,156.7,60,93,1.4,2.7,1003.1,15,1,12.1,01/16/2017 3:00 AM
Oak Street Weather Station,01/16/2017 04:00:00 AM,1.80,0.1,73,0.0,0.10,156.8,0,111,2.0,2.9,1003.1,15,1,12.0,01/16/2017 4:00 AM
Oak Street Weather Station,01/16/2017 05:00:00 AM,0.90,0.0,84,0.0,0.00,156.8,0,64,1.5,2.4,1002.7,14,1,12.0,01/16/2017 5:00 AM
Oak Street Weather Station,01/16/2017 06:00:00 AM,0.90,-0.1,83,0.0,0.00,156.8,0,120,1.2,3.0,1002.5,14,1,12.0,01/16/2017 6:00 AM
Oak Street Weather Station,01/16/2017 07:00:00 AM,1.20,0.2,83,0.0,0.70,157.5,60,118,2.2,3.2,1002.8,14,0,12.0,01/16/2017 7:00 AM
Oak Street Weather Station,01/16/2017 08:00:00 AM,1.30,0.5,86,0.0,0.60,158.1,60,117,1.5,2.1,1002.6,24,1,11.8,01/16/2017 8:00 AM
Oak Street Weather Station,01/16/2017 10:00:00 AM,1.50,0.8,88,1.2,0.50,158.7,60,103,2.8,4.2,1001.8,70,0,12.0,01/16/2017 10:00 AM
Oak Street Weather Station,01/16/2017 11:00:00 AM,1.10,0.7,93,1.8,3.30,162.0,70,106,3.2,4.7,1000.9,38,1,12.1,01/16/2017 11:00 AM
Oak Street Weather Station,01/16/2017 12:00:00 PM,1.00,0.6,93,0.0,1.00,163.0,60,106,2.4,3.1,999.4,74,1,12.0,01/16/2017 12:00 PM
Oak Street Weather Station,01/16/2017 01:00:00 PM,1.20,0.8,93,3.6,0.50,163.6,60,109,2.7,3.3,998.3,36,0,12.0,01/16/2017 1:00 PM
Oak Street Weather Station,01/16/2017 02:00:00 PM,1.60,1.2,94,2.4,2.80,166.4,60,105,2.4,3.7,996.8,23,1,12.0,01/16/2017 2:00 PM
Oak Street Weather Station,01/16/2017 03:00:00 PM,2.30,1.9,94,0.6,3.30,169.7,60,109,2.4,4.2,996.5,20,1,12.0,01/16/2017 3:00 PM
Oak Street Weather Station,01/16/2017 04:00:00 PM,2.70,2.3,94,2.4,1.10,170.8,60,110,3.4,5.3,996.2,11,1,11.8,01/16/2017 4:00 PM
Oak Street Weather Station,01/16/2017 05:00:00 PM,2.80,2.5,94,0.0,2.70,173.6,60,102,2.4,4.6,995.5,7,1,12.0,01/16/2017 5:00 PM
Oak Street Weather Station,01/16/2017 06:00:00 PM,2.20,1.8,94,0.0,1.00,174.6,0,103,1.6,2.8,995.2,8,1,12.1,01/16/2017 6:00 PM
Oak Street Weather Station,01/16/2017 07:00:00 PM,2.70,2.3,95,0.0,1.30,175.9,60,107,2.5,5.1,994.1,7,1,12.1,01/16/2017 7:00 PM
Oak Street Weather Station,01/16/2017 08:00:00 PM,2.90,2.6,95,0.0,0.90,176.8,0,128,3.3,5.2,992.8,7,1,12.1,01/16/2017 8:00 PM
Oak Street Weather Station,01/16/2017 09:00:00 PM,3.50,3.2,96,6.6,1.10,177.9,60,112,3.0,4.3,992.0,6,1,12.1,01/16/2017 9:00 PM
Oak Street Weather Station,01/16/2017 10:00:00 PM,3.90,3.7,96,0.0,0.60,178.5,0,105,4.6,7.4,990.3,5,1,12.1,01/16/2017 10:00 PM
Oak Street Weather Station,01/16/2017 11:00:00 PM,4.30,4.0,96,0.0,0.00,178.5,0,108,3.1,3.7,989.3,4,1,12.0,01/16/2017 11:00 PM
Oak Street Weather Station,01/16/2017 12:00:00 AM,1.50,0.0,75,0.0,0.00,156.6,0,107,3.7,4.8,1003.6,15,0,12.1,01/16/2017 12:00 AM
Oak Street Weather Station,01/17/2017 01:00:00 AM,3.50,3.3,96,0.0,0.00,178.5,60,100,2.9,3.3,986.2,5,1,12.1,01/17/2017 1:00 AM
Oak Street Weather Station,01/17/2017 02:00:00 AM,4.10,3.8,96,6.0,1.80,180.3,60,31,0.6,0.9,985.9,4,0,12.1,01/17/2017 2:00 AM
Oak Street Weather Station,01/17/2017 03:00:00 AM,3.90,3.7,96,0.0,3.00,183.4,0,79,0.5,0.8,984.8,4,0,12.0,01/17/2017 3:00 AM
Oak Street Weather Station,01/17/2017 04:00:00 AM,8.50,8.3,98,0.0,0.20,183.5,0,285,2.4,5.0,984.3,3,0,12.0,01/17/2017 4:00 AM
Oak Street Weather Station,01/17/2017 05:00:00 AM,5.80,5.6,97,0.0,0.00,183.5,0,286,2.2,4.8,984.8,3,1,12.1,01/17/2017 5:00 AM
Oak Street Weather Station,01/17/2017 06:00:00 AM,4.90,4.7,97,0.0,0.00,183.5,0,315,1.4,2.5,985.9,3,0,12.1,01/17/2017 6:00 AM
