Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label
Oak Street Weather Station,12/17/2016 09:00:00 AM,-3.90,-5.1,75,0.0,0.00,123.4,0,4,1.2,2.4,983.7,42,1,12.1,12/17/2016 9:00 AM
Oak Street Weather Station,12/17/2016 10:00:00 AM,-3.90,-5.1,76,0.0,0.00,123.4,0,298,0.9,2.2,984.5,52,0,12.1,12/17/2016 10:00 AM
Oak Street Weather Station,12/17/2016 11:00:00 AM,-4.20,-5.2,80,0.0,0.00,123.4,0,352,0.4,1.4,983.9,42,0,12.0,12/17/2016 11:00 AM
Oak Street Weather Station,12/17/2016 12:00:00 PM,-3.70,-4.7,80,0.0,0.00,123.4,0,319,1.2,3.3,984.0,38,0,12.0,12/17/2016 12:00 PM
Oak Street Weather Station,12/17/2016 01:00:00 PM,-4.10,-4.9,82,0.0,0.00,123.4,0,350,1.7,2.5,984.4,67,0,12.0,12/17/2016 1:00 PM
Oak Street Weather Station,12/17/2016 02:00:00 PM,-3.90,-4.9,78,0.0,0.00,123.4,0,346,2.5,3.8,984.2,57,0,12.0,12/17/2016 2:00 PM
Oak Street Weather Station,12/17/2016 03:00:00 PM,-4.10,-5.3,75,0.0,0.00,123.4,0,343,1.8,4.9,985.2,33,1,12.0,12/17/2016 3:00 PM
Oak Street Weather Station,12/17/2016 04:00:00 PM,-4.40,-5.6,74,0.0,0.00,123.4,0,329,1.9,3.2,986.7,4,0,12.0,12/17/2016 4:00 PM
Oak Street Weather Station,12/17/2016 05:00:00 PM,-5.10,-6.2,74,0.0,0.00,123.4,0,346,2.4,4.3,986.8,3,0,12.0,12/17/2016 5:00 PM
Oak Street Weather Station,12/17/2016 06:00:00 PM,-5.50,-6.6,75,0.0,0.00,123.4,0,345,2.9,4.4,985.4,3,0,11.9,12/17/2016 6:00 PM
Oak Street Weather Station,12/17/2016 07:00:00 PM,-5.00,-6.1,76,0.6,0.00,123.5,60,333,2.2,5.4,986.1,3,1,11.9,12/17/2016 7:00 PM
Oak Street Weather Station,12/17/2016 08:00:00 PM,-4.70,-5.7,78,0.0,0.10,123.5,60,292,1.0,2.8,987.2,3,0,12.0,12/17/2016 8:00 PM
Oak Street Weather Station,12/17/2016 09:00:00 PM,-4.80,-5.5,84,0.6,0.90,124.4,60,320,1.7,3.8,987.3,3,0,12.0,12/17/2016 9:00 PM
Oak Street Weather Station,12/17/2016 10:00:00 PM,-4.80,-5.3,89,1.2,1.20,125.6,60,322,1.6,4.3,987.8,3,0,12.0,12/17/2016 10:00 PM
Oak Street Weather Station,12/17/2016 11:00:00 PM,-5.30,-5.8,89,0.6,0.90,126.5,70,25,1.9,5.2,988.0,3,1,12.0,12/17/2016 11:00 PM
Oak Street Weather Station,12/18/2016 02:00:00 AM,-7.40,-8.1,82,0.6,0.20,127.1,70,325,2.8,4.9,993.3,3,0,11.9,12/18/2016 2:00 AM
Oak Street Weather Station,12/18/2016 03:00:00 AM,-8.20,-8.7,85,0.0,0.30,127.4,70,326,2.6,4.4,995.3,3,0,12.1,12/18/2016 3:00 AM
Oak Street Weather Station,12/18/2016 04:00:00 AM,-8.80,-9.5,80,0.0,0.00,127.5,0,296,1.9,3.7,996.6,3,0,12.1,12/18/2016 4:00 AM
Oak Street Weather Station,12/18/2016 05:00:00 AM,-8.90,-9.9,74,0.0,0.00,127.5,0,294,2.0,4.7,998.0,4,0,12.0,12/18/2016 5:00 AM
Oak Street Weather Station,12/18/2016 07:00:00 AM,-11.00,-11.9,69,0.0,0.00,127.5,0,334,2.0,3.3,1002.4,4,0,11.9,12/18/2016 7:00 AM
Oak Street Weather Station,12/18/2016 08:00:00 AM,-12.50,-13.4,69,0.0,0.00,127.5,0,334,1.4,3.4,1004.2,19,0,12.0,12/18/2016 8:00 AM
Oak Street Weather Station,12/18/2016 09:00:00 AM,-12.60,-13.5,67,0.0,0.00,127.5,0,258,2.1,5.7,1006.1,32,0,12.1,12/18/2016 9:00 AM
Oak Street Weather Station,12/18/2016 10:00:00 AM,-11.70,-12.7,64,0.0,0.00,127.5,0,337,2.6,4.9,1007.6,262,0,12.0,12/18/2016 10:00 AM
Oak Street Weather Station,12/18/2016 11:00:00 AM,-11.30,-12.5,63,0.0,0.00,127.5,0,334,2.2,4.5,1008.3,375,1,12.0,12/18/2016 11:00 AM
Oak Street Weather Station,12/18/2016 12:00:00 PM,-11.20,-12.4,62,0.0,0.00,127.5,0,290,0.8,2.8,1008.7,30,0,12.0,12/18/2016 12:00 PM
Oak Street Weather Station,12/18/2016 01:00:00 PM,-11.00,-12.3,60,0.0,0.00,127.5,0,320,1.7,3.7,1009.3,31,0,12.0,12/18/2016 1:00 PM
Oak Street Weather Station,12/18/2016 02:00:00 PM,-11.00,-12.3,58,0.0,0.00,127.5,0,334,1.3,2.7,1009.9,26,0,12.1,12/18/2016 2:00 PM
Oak Street Weather Station,12/18/2016 03:00:00 PM,-11.20,-12.6,54,0.0,0.00,127.5,0,337,2.0,3.5,1010.7,22,0,11.9,12/18/2016 3:00 PM
Oak Street Weather Station,12/18/2016 04:00:00 PM,-11.90,-13.3,54,0.0,0.00,127.5,0,306,1.7,3.7,1011.7,13,0,12.1,12/18/2016 4:00 PM
Oak Street Weather Station,12/18/2016 05:00:00 PM,-13.20,-14.4,55,0.0,0.00,127.5,0,292,1.8,3.5,1013.3,4,0,12.0,12/18/2016 5:00 PM
Oak Street Weather Station,12/18/2016 06:00:00 PM,-14.10,-15.2,59,0.0,0.00,127.5,0,320,1.7,4.0,1014.3,4,0,12.0,12/18/2016 6:00 PM
Oak Street Weather Station,12/18/2016 07:00:00 PM,-15.30,-16.2,61,0.0,0.00,127.5,0,338,2.2,4.0,1015.0,5,0,12.1,12/18/2016 7:00 PM
Oak Street Weather Station,12/18/2016 08:00:00 PM,-16.10,-17.0,58,0.0,0.00,127.5,0,289,2.6,5.7,1015.6,5,0,12.1,12/18/2016 8:00 PM
Oak Street Weather Station,12/18/2016 09:00:00 PM,-16.30,-17.3,57,0.0,0.00,127.5,0,296,2.7,4.7,1015.6,5,0,11.9,12/18/2016 9:00 PM
Oak Street Weather Station,12/18/2016 10:00:00 PM,-16.60,-17.5,58,0.0,0.00,127.5,0,288,2.6,4.8,1015.8,5,0,12.0,12/18/2016 10:00 PM
Oak Street Weather Station,12/18/2016 11:00:00 PM,-16.70,-17.6,60,0.0,0.00,127.5,0,263,2.3,5.2,1016.5,5,0,12.0,12/18/2016 11:00 PM
Oak Street Weather Station,12/19/2016 01:00:00 AM,-17.60,-18.4,60,0.0,0.00,127.5,0,280,2.5,5.3,1016.7,5,0,12.1,12/19/2016 1:00 AM
Oak Street Weather Station,12/19/2016 02:00:00 AM,-17.50,-18.4,58,0.0,0.00,127.5,0,277,2.9,7.2,1017.1,5,1,12.0,12/19/2016 2:00 AM
Oak Street Weather Station,12/19/2016 03:00:00 AM,-17.30,-18.2,57,0.0,0.00,127.5,0,267,3.2,6.9,1017.2,5,0,11.9,12/19/2016 3:00 AM
Oak Street Weather Station,12/19/2016 04:00:00 AM,-17.70,-18.5,62,0.0,0.00,127.5,0,262,2.0,4.4,1017.0,5,0,11.8,12/19/2016 4:00 AM
Oak Street Weather Station,12/19/2016 05:00:00 AM,-17.20,-18.0,62,0.0,0.00,127.5,0,278,1.9,3.8,1016.7,5,0,11.9,12/19/2016 5:00 AM
Oak Street Weather Station,12/19/2016 06:00:00 AM,-16.90,-17.7,61,0.0,0.00,127.5,0,278,1.9,3.8,1016.9,5,0,12.0,12/19/2016 6:00 AM
Oak Street Weather Station,12/19/2016 07:00:00 AM,-16.70,-17.5,64,0.0,0.00,127.5,0,279,2.3,5.5,1017.2,5,0,12.0,12/19/2016 7:00 AM
Oak Street Weather Station,12/19/2016 08:00:00 AM,-16.10,-16.9,65,0.0,0.00,127.5,0,294,0.9,3.9,1017.3,25,0,12.0,12/19/2016 8:00 AM
Oak Street Weather Station,12/19/2016 09:00:00 AM,-15.10,-15.9,65,0.0,0.00,127.5,0,309,1.9,3.9,1017.2,34,0,12.0,12/19/2016 9:00 AM
Oak Street Weather Station,12/19/2016 10:00:00 AM,-12.50,-13.8,57,0.0,0.00,127.5,0,295,1.2,5.4,1017.3,259,0,11.9,12/19/2016 10:00 AM
Oak Street Weather Station,12/19/2016 11:00:00 AM,-11.80,-13.4,48,0.0,0.00,127.5,0,285,3.6,8.6,1016.2,367,0,12.0,12/19/2016 11:00 AM
Oak Street Weather Station,12/19/2016 12:00:00 PM,-10.50,-12.4,42,0.0,0.00,127.5,0,312,2.6,6.3,1014.9,30,0,12.0,12/19/2016 12:00 PM
Oak Street Weather Station,12/19/2016 01:00:00 PM,-9.40,-11.5,39,0.0,0.00,127.5,0,279,2.9,7.5,1013.9,30,0,12.0,12/19/2016 1:00 PM
Oak Street Weather Station,12/19/2016 02:00:00 PM,-9.10,-11.2,40,0.0,0.00,127.5,0,288,2.4,5.6,1013.1,26,0,12.1,12/19/2016 2:00 PM
Oak Street Weather Station,12/19/2016 03:00:00 PM,-9.00,-10.9,46,0.0,0.00,127.5,0,265,4.3,7.7,1012.2,21,0,12.1,12/19/2016 3:00 PM
Oak Street Weather Station,12/19/2016 04:00:00 PM,-8.70,-10.5,51,0.0,0.00,127.5,0,270,2.2,5.1,1012.4,12,0,12.0,12/19/2016 4:00 PM
Oak Street Weather Station,12/19/2016 05:00:00 PM,-8.70,-10.2,57,0.0,0.00,127.5,0,281,3.1,10.7,1012.0,4,0,12.0,12/19/2016 5:00 PM
Oak Street Weather Station,12/19/2016 06:00:00 PM,-8.30,-9.8,60,0.0,0.00,127.5,0,270,4.9,8.9,1011.7,4,0,12.0,12/19/2016 6:00 PM
Oak Street Weather Station,12/19/2016 07:00:00 PM,-7.80,-9.3,62,0.0,0.00,127.5,0,260,3.2,5.9,1011.0,3,0,12.0,12/19/2016 7:00 PM
Oak Street Weather Station,12/19/2016 08:00:00 PM,-7.80,-9.3,62,0.0,0.00,127.5,0,274,2.6,7.1,1010.7,3,0,11.9,12/19/2016 8:00 PM
Oak Street Weather Station,12/19/2016 09:00:00 PM,-7.80,-9.3,61,0.0,0.00,127.5,0,274,3.5,8.5,1009.5,3,0,12.1,12/19/2016 9:00 PM
Oak Street Weather Station,12/19/2016 10:00:00 PM,-7.70,-9.3,58,0.0,0.00,127.5,0,283,5.2,10.2,1008.5,3,0,12.0,12/19/2016 10:00 PM
Oak Street Weather Station,12/19/2016 11:00:00 PM,-7.50,-9.2,55,0.0,0.00,127.5,0,274,4.4,8.9,1008.1,3,0,12.0,12/19/2016 11:00 PM
Oak Street Weather Station,12/19/2016 12:00:00 AM,-17.20,-18.0,60,0.0,0.00,127.5,0,257,2.8,5.6,1016.6,5,0,12.0,12/19/2016 12:00 AM
Oak Street Weather Station,12/20/2016 01:00:00 AM,-6.80,-8.9,49,0.0,0.00,127.5,0,279,4.1,8.6,1006.8,3,1,12.0,12/20/2016 1:00 AM
Oak Street Weather Station,12/20/2016 02:00:00 AM,-6.50,-8.6,48,0.0,0.00,127.5,0,279,4.6,9.5,1005.5,3,0,12.1,12/20/2016 2:00 AM
Oak Street Weather Station,12/20/2016 03:00:00 AM,-6.60,-8.5,52,0.0,0.00,127.5,0,287,3.8,9.3,1004.5,3,0,12.1,12/20/2016 3:00 AM
Oak Street Weather Station,12/20/2016 04:00:00 AM,-6.60,-8.5,53,0.0,0.00,127.5,0,274,4.6,10.8,1003.9,3,0,12.1,12/20/2016 4:00 AM
Oak Street Weather Station,12/20/2016 05:00:00 AM,-6.10,-8.2,51,0.0,0.00,127.5,0,281,3.6,8.9,1002.8,3,0,12.1,12/20/2016 5:00 AM
Oak Street Weather Station,12/20/2016 06:00:00 AM,-6.10,-8.1,53,0.0,0.00,127.5,0,275,4.1,9.3,1002.7,3,0,12.0,12/20/2016 6:00 AM
Oak Street Weather Station,12/20/2016 07:00:00 AM,-5.20,-7.5,50,0.0,0.00,127.5,0,266,3.8,8.2,1000.5,3,0,11.9,12/20/2016 7:00 AM
Oak Street Weather Station,12/20/2016 08:00:00 AM,-4.80,-7.0,51,0.0,0.00,127.5,0,271,5.0,10.1,999.3,29,0,12.0,12/20/2016 8:00 AM
Oak Street Weather Station,12/20/2016 09:00:00 AM,-4.00,-6.4,49,0.0,0.00,127.5,0,298,1.9,6.3,999.7,67,1,12.0,12/20/2016 9:00 AM
Oak Street Weather Station,12/20/2016 10:00:00 AM,-2.20,-5.0,45,0.0,0.00,127.5,0,259,4.2,10.1,999.8,254,0,12.0,12/20/2016 10:00 AM
Oak Street Weather Station,12/20/2016 11:00:00 AM,-1.90,-4.7,47,0.0,0.00,127.5,0,264,5.1,9.9,999.3,352,0,12.1,12/20/2016 11:00 AM
Oak Street Weather Station,12/20/2016 12:00:00 PM,-1.80,-4.5,50,0.0,0.00,127.5,0,266,4.1,9.6,998.8,28,1,12.0,12/20/2016 12:00 PM
Oak Street Weather Station,12/20/2016 01:00:00 PM,-1.20,-3.8,51,0.0,0.00,127.5,0,266,4.6,7.7,998.1,121,1,12.0,12/20/2016 1:00 PM
Oak Street Weather Station,12/20/2016 02:00:00 PM,-0.90,-3.5,53,0.0,0.00,127.5,0,280,4.3,9.6,997.2,59,0,12.1,12/20/2016 2:00 PM
Oak Street Weather Station,12/20/2016 03:00:00 PM,-0.60,-3.2,55,0.0,0.00,127.5,0,269,3.9,11.1,997.7,29,0,12.0,12/20/2016 3:00 PM
Oak Street Weather Station,12/20/2016 04:00:00 PM,-0.60,-3.0,57,0.0,0.00,127.5,0,286,3.1,10.2,997.7,9,1,12.1,12/20/2016 4:00 PM
Oak Street Weather Station,12/20/2016 05:00:00 PM,-0.60,-2.9,59,0.0,0.00,127.5,0,274,3.3,9.4,998.0,2,1,12.0,12/20/2016 5:00 PM
Oak Street Weather Station,12/20/2016 06:00:00 PM,-0.90,-3.0,62,0.0,0.00,127.5,0,264,3.3,8.3,998.5,2,1,12.1,12/20/2016 6:00 PM
Oak Street Weather Station,12/20/2016 07:00:00 PM,-0.90,-3.0,64,0.0,0.00,127.5,0,266,4.3,9.0,998.7,2,1,12.0,12/20/2016 7:00 PM
Oak Street Weather Station,12/20/2016 08:00:00 PM,-0.90,-2.9,64,0.0,0.00,127.5,0,275,4.0,8.9,998.4,2,0,12.0,12/20/2016 8:00 PM
Oak Street Weather Station,12/20/2016 09:00:00 PM,-1.30,-3.2,66,0.0,0.00,127.5,0,288,2.9,6.3,998.5,2,0,12.0,12/20/2016 9:00 PM
Oak Street Weather Station,12/20/2016 10:00:00 PM,-1.80,-3.5,67,0.0,0.00,127.5,0,275,3.1,7.2,998.7,2,0,12.0,12/20/2016 10:00 PM
Oak Street Weather Station,12/20/2016 11:00:00 PM,-1.90,-3.5,68,0.0,0.00,127.5,0,260,4.8,9.5,998.5,2,1,12.0,12/20/2016 11:00 PM
Oak Street Weather Station,12/21/2016 01:00:00 AM,-2.20,-3.8,70,0.0,0.00,127.5,0,265,4.7,8.7,998.6,2,1,12.0,12/21/2016 1:00 AM
Oak Street Weather Station,12/21/2016 02:00:00 AM,-2.50,-4.0,70,0.0,0.00,127.5,0,270,4.4,7.4,998.8,2,0,12.0,12/21/2016 2:00 AM
Oak Street Weather Station,12/21/2016 03:00:00 AM,-2.20,-3.7,70,0.0,0.00,127.5,0,260,5.5,9.2,998.2,2,0,12.0,12/21/2016 3:00 AM
Oak Street Weather Station,12/21/2016 04:00:00 AM,-1.80,-3.4,70,0.0,0.00,127.5,0,265,4.1,8.6,998.1,2,1,12.0,12/21/2016 4:00 AM
Oak Street Weather Station,12/21/2016 05:00:00 AM,-1.20,-2.8,69,0.0,0.00,127.5,0,260,5.0,8.1,998.0,2,0,12.0,12/21/2016 5:00 AM
Oak Street Weather Station,12/21/2016 06:00:00 AM,-0.70,-2.5,68,0.0,0.00,127.5,0,281,3.4,6.2,998.1,2,0,12.0,12/21/2016 6:00 AM
Oak Street Weather Station,12/21/2016 07:00:00 AM,-0.50,-2.3,69,0.0,0.00,127.5,0,93,0.9,1.3,998.1,2,1,12.0,12/21/2016 7:00 AM
Oak Street Weather Station,12/21/2016 08:00:00 AM,-0.60,-2.1,73,0.0,0.00,127.5,0,330,1.6,2.3,999.1,19,1,12.0,12/21/2016 8:00 AM
Oak Street Weather Station,12/21/2016 09:00:00 AM,-0.50,-2.1,71,0.0,0.00,127.5,0,82,1.3,1.6,998.1,69,1,12.0,12/21/2016 9:00 AM
Oak Street Weather Station,12/21/2016 10:00:00 AM,0.70,-1.3,67,0.0,0.00,127.5,0,336,1.0,1.9,997.6,109,1,11.9,12/21/2016 10:00 AM
Oak Street Weather Station,12/21/2016 11:00:00 AM,2.30,-0.2,62,0.0,0.00,127.5,0,247,3.4,5.7,996.4,163,1,12.1,12/21/2016 11:00 AM
Oak Street Weather Station,12/21/2016 12:00:00 PM,1.60,-1.0,58,0.0,0.00,127.5,0,270,3.8,6.5,995.3,142,1,11.9,12/21/2016 12:00 PM
Oak Street Weather Station,12/21/2016 01:00:00 PM,2.60,-0.4,54,0.0,0.00,127.5,0,356,1.0,3.1,994.3,45,1,12.0,12/21/2016 1:00 PM
Oak Street Weather Station,12/21/2016 02:00:00 PM,2.90,-0.2,54,0.0,0.00,127.5,0,266,1.8,4.0,993.6,70,1,12.1,12/21/2016 2:00 PM
Oak Street Weather Station,12/21/2016 03:00:00 PM,2.80,-0.1,56,0.0,0.00,127.5,0,212,0.9,5.4,991.8,25,1,12.1,12/21/2016 3:00 PM
Oak Street Weather Station,12/21/2016 04:00:00 PM,3.40,0.6,60,0.0,0.00,127.5,0,240,2.3,5.0,991.1,7,1,12.1,12/21/2016 4:00 PM
Oak Street Weather Station,12/21/2016 05:00:00 PM,3.60,1.1,63,0.0,0.00,127.5,0,275,3.5,5.9,990.7,2,1,12.1,12/21/2016 5:00 PM
Oak Street Weather Station,12/21/2016 06:00:00 PM,3.80,1.4,66,0.0,0.00,127.5,0,267,2.4,7.4,991.0,2,1,12.1,12/21/2016 6:00 PM
Oak Street Weather Station,12/21/2016 07:00:00 PM,3.90,1.6,68,0.0,0.00,127.5,0,279,3.5,5.6,991.2,2,1,12.1,12/21/2016 7:00 PM
Oak Street Weather Station,12/21/2016 08:00:00 PM,3.80,1.2,63,0.0,0.00,127.5,0,287,2.1,7.4,991.4,2,0,12.1,12/21/2016 8:00 PM
Oak Street Weather Station,12/21/2016 09:00:00 PM,3.20,0.9,65,0.0,0.00,127.5,0,262,3.3,6.8,991.5,2,0,11.8,12/21/2016 9:00 PM
Oak Street Weather Station,12/21/2016 10:00:00 PM,2.40,0.3,68,0.0,0.00,127.5,0,254,1.9,5.5,992.0,2,1,12.0,12/21/2016 10:00 PM
Oak Street Weather Station,12/21/2016 11:00:00 PM,2.00,0.1,70,0.0,0.00,127.5,0,313,1.5,3.7,992.8,2,1,12.0,12/21/2016 11:00 PM
Oak Street Weather Station,12/21/2016 12:00:00 AM,-2.10,-3.7,69,0.0,0.00,127.5,0,265,4.1,9.5,998.7,2,1,12.0,12/21/2016 12:00 AM
Oak Street Weather Station,12/22/2016 01:00:00 AM,1.90,0.2,72,0.0,0.00,127.5,0,285,1.9,3.8,994.2,2,1,11.9,12/22/2016 1:00 AM
Oak Street Weather Station,12/22/2016 02:00:00 AM,2.70,0.9,72,0.0,0.00,127.5,0,313,1.1,2.1,995.5,2,1,12.1,12/22/2016 2:00 AM
Oak Street Weather Station,12/22/2016 03:00:00 AM,3.00,1.2,72,0.0,0.00,127.5,0,331,1.4,3.8,996.6,2,1,12.0,12/22/2016 3:00 AM
Oak Street Weather Station,12/22/2016 04:00:00 AM,3.40,1.5,72,0.0,0.00,127.5,0,304,1.0,2.3,997.3,2,1,12.0,12/22/2016 4:00 AM
Oak Street Weather Station,12/22/2016 05:00:00 AM,3.60,1.6,71,0.0,0.00,127.5,0,346,1.6,2.4,998.3,2,1,12.1,12/22/2016 5:00 AM
Oak Street Weather Station,12/22/2016 06:00:00 AM,3.60,1.4,67,0.0,0.00,127.5,0,306,1.0,2.5,999.7,2,1,12.1,12/22/2016 6:00 AM
Oak Street Weather Station,12/22/2016 07:00:00 AM,3.10,0.8,65,0.0,0.00,127.5,0,329,0.9,2.0,1000.8,2,1,12.0,12/22/2016 7:00 AM
Oak Street Weather Station,12/22/2016 08:00:00 AM,2.70,0.5,66,0.0,0.00,127.5,0,347,2.0,2.5,1001.9,24,1,12.1,12/22/2016 8:00 AM
Oak Street Weather Station,12/22/2016 09:00:00 AM,2.90,0.6,66,0.0,0.00,127.5,0,333,2.4,3.9,1002.8,36,1,12.0,12/22/2016 9:00 AM
Oak Street Weather Station,12/22/2016 10:00:00 AM,3.60,1.1,64,0.0,0.00,127.5,0,307,1.0,2.6,1003.5,320,1,12.1,12/22/2016 10:00 AM
Oak Street Weather Station,12/22/2016 11:00:00 AM,3.80,1.2,62,0.0,0.00,127.5,0,323,1.3,2.2,1003.6,376,1,12.0,12/22/2016 11:00 AM
Oak Street Weather Station,12/22/2016 12:00:00 PM,3.80,1.1,61,0.0,0.00,127.5,0,308,0.9,1.9,1003.4,28,1,12.1,12/22/2016 12:00 PM
Oak Street Weather Station,12/22/2016 01:00:00 PM,4.40,1.3,56,0.0,0.00,127.5,0,300,1.0,4.2,1003.5,28,1,12.1,12/22/2016 1:00 PM
Oak Street Weather Station,12/22/2016 02:00:00 PM,5.00,1.5,52,0.0,0.00,127.5,0,261,0.9,2.7,1003.8,24,1,11.8,12/22/2016 2:00 PM
Oak Street Weather Station,12/22/2016 03:00:00 PM,4.80,1.7,57,0.0,0.00,127.5,0,272,1.8,3.5,1003.6,19,1,12.1,12/22/2016 3:00 PM
Oak Street Weather Station,12/22/2016 04:00:00 PM,4.50,1.3,56,0.0,0.00,127.5,0,283,1.7,4.9,1004.0,9,1,12.0,12/22/2016 4:00 PM
Oak Street Weather Station,12/22/2016 05:00:00 PM,3.10,0.8,65,0.0,0.00,127.5,0,266,3.1,5.0,1004.8,2,1,11.9,12/22/2016 5:00 PM
Oak Street Weather Station,12/22/2016 06:00:00 PM,1.90,-0.1,69,0.0,0.00,127.5,0,271,1.5,5.1,1005.2,2,0,12.0,12/22/2016 6:00 PM
Oak Street Weather Station,12/22/2016 07:00:00 PM,1.10,-0.7,70,0.0,0.00,127.5,0,267,2.0,5.3,1005.0,2,1,12.1,12/22/2016 7:00 PM
Oak Street Weather Station,12/22/2016 08:00:00 PM,0.60,-1.1,70,0.0,0.00,127.5,0,274,1.8,5.1,1005.2,2,0,12.0,12/22/2016 8:00 PM
Oak Street Weather Station,12/22/2016 09:00:00 PM,0.90,-1.0,68,0.0,0.00,127.5,0,267,2.3,4.6,1004.7,2,1,12.1,12/22/2016 9:00 PM
Oak Street Weather Station,12/22/2016 10:00:00 PM,0.90,-0.8,72,0.0,0.00,127.5,0,272,2.0,5.0,1005.0,2,1,12.0,12/22/2016 10:00 PM
Oak Street Weather Station,12/22/2016 11:00:00 PM,0.90,-0.7,74,0.0,0.00,127.5,0,274,2.8,5.3,1004.9,2,1,11.9,12/22/2016 11:00 PM
Oak Street Weather Station,12/22/2016 12:00:00 AM,1.90,0.1,71,0.0,0.00,127.5,0,289,2.2,3.4,993.5,2,1,12.0,12/22/2016 12:00 AM
Oak Street Weather Station,12/23/2016 01:00:00 AM,1.80,-0.2,69,0.0,0.00,127.5,0,268,4.4,9.0,1004.3,2,1,12.0,12/23/2016 1:00 AM
Oak Street Weather Station,12/23/2016 02:00:00 AM,2.10,0.0,67,0.0,0.00,127.5,0,280,3.1,7.3,1004.3,2,1,12.1,12/23/2016 2:00 AM
Oak Street Weather Station,12/23/2016 03:00:00 AM,2.00,0.0,68,0.0,0.00,127.5,0,279,2.6,5.5,1004.4,2,1,12.1,12/23/2016 3:00 AM
Oak Street Weather Station,12/23/2016 04:00:00 AM,2.50,0.3,66,0.0,0.00,127.5,0,275,3.1,6.6,1004.0,2,1,12.1,12/23/2016 4:00 AM
Oak Street Weather Station,12/23/2016 05:00:00 AM,3.20,0.8,63,0.0,0.00,127.5,0,261,3.0,5.7,1003.6,2,1,12.1,12/23/2016 5:00 AM
Oak Street Weather Station,12/23/2016 06:00:00 AM,3.00,0.7,65,0.0,0.00,127.5,0,275,2.7,8.0,1003.9,2,1,12.1,12/23/2016 6:00 AM
Oak Street Weather Station,12/23/2016 07:00:00 AM,3.10,0.7,65,0.0,0.00,127.5,0,273,2.1,4.0,1003.8,2,1,12.1,12/23/2016 7:00 AM
Oak Street Weather Station,12/23/2016 08:00:00 AM,3.50,1.0,64,0.0,0.00,127.5,0,103,1.7,2.3,1003.1,23,1,11.8,12/23/2016 8:00 AM
Oak Street Weather Station,12/23/2016 09:00:00 AM,3.20,1.0,67,0.0,0.00,127.5,0,100,0.6,1.6,1002.5,60,1,12.1,12/23/2016 9:00 AM
Oak Street Weather Station,12/23/2016 10:00:00 AM,4.20,1.7,64,0.0,0.00,127.5,0,311,1.8,2.6,1002.5,61,1,12.1,12/23/2016 10:00 AM
Oak Street Weather Station,12/23/2016 11:00:00 AM,4.00,1.8,69,0.0,0.00,127.5,0,0,0.7,1.1,1001.5,74,1,12.0,12/23/2016 11:00 AM
Oak Street Weather Station,12/23/2016 01:00:00 PM,4.20,2.1,70,0.0,0.00,127.5,0,0,1.1,2.7,998.0,41,1,12.0,12/23/2016 1:00 PM
Oak Street Weather Station,12/23/2016 02:00:00 PM,4.00,1.9,70,0.0,0.00,127.5,0,117,1.6,3.9,997.0,32,1,11.9,12/23/2016 2:00 PM
Oak Street Weather Station,12/23/2016 03:00:00 PM,3.10,1.5,75,0.0,0.00,127.5,0,108,3.9,5.8,995.8,30,1,12.0,12/23/2016 3:00 PM
Oak Street Weather Station,12/23/2016 04:00:00 PM,3.30,1.8,77,0.0,0.10,127.6,0,107,3.3,4.7,995.3,10,1,12.0,12/23/2016 4:00 PM
Oak Street Weather Station,12/23/2016 05:00:00 PM,3.10,1.8,80,0.0,0.70,128.3,60,103,3.1,4.8,994.1,2,1,12.0,12/23/2016 5:00 PM
Oak Street Weather Station,12/23/2016 06:00:00 PM,1.90,1.0,85,0.0,0.50,128.8,60,108,4.2,5.3,992.5,2,1,12.1,12/23/2016 6:00 PM
Oak Street Weather Station,12/23/2016 07:00:00 PM,2.50,1.4,83,0.0,0.00,128.8,0,89,1.5,4.2,992.7,2,1,12.1,12/23/2016 7:00 PM
Oak Street Weather Station,12/23/2016 08:00:00 PM,3.30,2.0,79,0.0,0.00,128.8,0,175,1.8,3.5,991.9,2,1,12.0,12/23/2016 8:00 PM
Oak Street Weather Station,12/23/2016 09:00:00 PM,3.00,2.0,84,0.0,0.00,128.9,0,288,2.1,4.6,991.7,3,1,12.1,12/23/2016 9:00 PM
Oak Street Weather Station,12/23/2016 10:00:00 PM,2.80,1.9,87,1.8,0.40,129.3,60,275,2.2,4.3,991.1,3,1,12.1,12/23/2016 10:00 PM
Oak Street Weather Station,12/23/2016 11:00:00 PM,2.70,1.9,87,0.0,0.00,129.3,0,284,1.4,2.3,991.5,3,1,12.0,12/23/2016 11:00 PM
Oak Street Weather Station,12/23/2016 12:00:00 AM,1.30,-0.5,71,0.0,0.00,127.5,0,267,3.7,7.2,1004.6,2,1,12.0,12/23/2016 12:00 AM
Oak Street Weather Station,12/24/2016 01:00:00 AM,3.10,2.3,89,0.0,0.00,129.3,0,257,1.6,4.0,991.9,3,1,12.1,12/24/2016 1:00 AM
Oak Street Weather Station,12/24/2016 02:00:00 AM,3.10,2.4,89,0.0,0.00,129.3,0,247,1.0,2.8,992.6,3,1,12.0,12/24/2016 2:00 AM
